"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"New Mexico"	"35"	"30-34 years"	"30-34"	"2010"	"2010"	"Apr., 2010"	"2010/04"	17	Not Applicable	Not Applicable
	"New Mexico"	"35"	"30-34 years"	"30-34"	"2010"	"2010"	"May, 2010"	"2010/05"	15	Not Applicable	Not Applicable
	"New Mexico"	"35"	"30-34 years"	"30-34"	"2010"	"2010"	"Jun., 2010"	"2010/06"	12	Not Applicable	Not Applicable
	"New Mexico"	"35"	"30-34 years"	"30-34"	"2010"	"2010"	"Jul., 2010"	"2010/07"	27	Not Applicable	Not Applicable
	"New Mexico"	"35"	"30-34 years"	"30-34"	"2010"	"2010"	"Aug., 2010"	"2010/08"	17	Not Applicable	Not Applicable
	"New Mexico"	"35"	"30-34 years"	"30-34"	"2010"	"2010"	"Sep., 2010"	"2010/09"	15	Not Applicable	Not Applicable
	"New Mexico"	"35"	"30-34 years"	"30-34"	"2010"	"2010"	"Oct., 2010"	"2010/10"	15	Not Applicable	Not Applicable
	"New Mexico"	"35"	"30-34 years"	"30-34"	"2010"	"2010"	"Nov., 2010"	"2010/11"	10	Not Applicable	Not Applicable
	"New Mexico"	"35"	"30-34 years"	"30-34"	"2010"	"2010"	"Dec., 2010"	"2010/12"	16	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2007"	"2007"	"Jan., 2007"	"2007/01"	16	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2007"	"2007"	"Feb., 2007"	"2007/02"	12	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2007"	"2007"	"Mar., 2007"	"2007/03"	20	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2007"	"2007"	"Apr., 2007"	"2007/04"	16	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2007"	"2007"	"May, 2007"	"2007/05"	33	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2007"	"2007"	"Jun., 2007"	"2007/06"	17	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2007"	"2007"	"Jul., 2007"	"2007/07"	28	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2007"	"2007"	"Aug., 2007"	"2007/08"	27	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2007"	"2007"	"Sep., 2007"	"2007/09"	30	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2007"	"2007"	"Oct., 2007"	"2007/10"	25	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2007"	"2007"	"Nov., 2007"	"2007/11"	13	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2007"	"2007"	"Dec., 2007"	"2007/12"	21	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2008"	"2008"	"Jan., 2008"	"2008/01"	37	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2008"	"2008"	"Feb., 2008"	"2008/02"	31	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2008"	"2008"	"Mar., 2008"	"2008/03"	27	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2008"	"2008"	"Apr., 2008"	"2008/04"	20	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2008"	"2008"	"May, 2008"	"2008/05"	21	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2008"	"2008"	"Jun., 2008"	"2008/06"	21	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2008"	"2008"	"Jul., 2008"	"2008/07"	32	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2008"	"2008"	"Aug., 2008"	"2008/08"	21	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2008"	"2008"	"Sep., 2008"	"2008/09"	24	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2008"	"2008"	"Oct., 2008"	"2008/10"	28	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2008"	"2008"	"Nov., 2008"	"2008/11"	29	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2008"	"2008"	"Dec., 2008"	"2008/12"	30	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2009"	"2009"	"Jan., 2009"	"2009/01"	24	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2009"	"2009"	"Feb., 2009"	"2009/02"	32	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2009"	"2009"	"Mar., 2009"	"2009/03"	19	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2009"	"2009"	"Apr., 2009"	"2009/04"	24	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2009"	"2009"	"May, 2009"	"2009/05"	19	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2009"	"2009"	"Jun., 2009"	"2009/06"	20	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2009"	"2009"	"Jul., 2009"	"2009/07"	14	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2009"	"2009"	"Aug., 2009"	"2009/08"	25	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2009"	"2009"	"Sep., 2009"	"2009/09"	19	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2009"	"2009"	"Oct., 2009"	"2009/10"	34	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2009"	"2009"	"Nov., 2009"	"2009/11"	23	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2009"	"2009"	"Dec., 2009"	"2009/12"	23	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2010"	"2010"	"Jan., 2010"	"2010/01"	28	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2010"	"2010"	"Feb., 2010"	"2010/02"	19	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2010"	"2010"	"Mar., 2010"	"2010/03"	27	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2010"	"2010"	"Apr., 2010"	"2010/04"	15	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2010"	"2010"	"May, 2010"	"2010/05"	23	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2010"	"2010"	"Jun., 2010"	"2010/06"	12	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2010"	"2010"	"Jul., 2010"	"2010/07"	17	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2010"	"2010"	"Aug., 2010"	"2010/08"	20	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2010"	"2010"	"Sep., 2010"	"2010/09"	26	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2010"	"2010"	"Oct., 2010"	"2010/10"	14	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2010"	"2010"	"Nov., 2010"	"2010/11"	24	Not Applicable	Not Applicable
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2010"	"2010"	"Dec., 2010"	"2010/12"	17	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2007"	"2007"	"Jan., 2007"	"2007/01"	29	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2007"	"2007"	"Feb., 2007"	"2007/02"	30	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2007"	"2007"	"Mar., 2007"	"2007/03"	35	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2007"	"2007"	"Apr., 2007"	"2007/04"	33	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2007"	"2007"	"May, 2007"	"2007/05"	27	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2007"	"2007"	"Jun., 2007"	"2007/06"	33	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2007"	"2007"	"Jul., 2007"	"2007/07"	42	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2007"	"2007"	"Aug., 2007"	"2007/08"	40	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2007"	"2007"	"Sep., 2007"	"2007/09"	30	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2007"	"2007"	"Oct., 2007"	"2007/10"	28	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2007"	"2007"	"Nov., 2007"	"2007/11"	37	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2007"	"2007"	"Dec., 2007"	"2007/12"	34	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2008"	"2008"	"Jan., 2008"	"2008/01"	37	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2008"	"2008"	"Feb., 2008"	"2008/02"	36	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2008"	"2008"	"Mar., 2008"	"2008/03"	41	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2008"	"2008"	"Apr., 2008"	"2008/04"	28	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2008"	"2008"	"May, 2008"	"2008/05"	33	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2008"	"2008"	"Jun., 2008"	"2008/06"	49	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2008"	"2008"	"Jul., 2008"	"2008/07"	33	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2008"	"2008"	"Aug., 2008"	"2008/08"	35	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2008"	"2008"	"Sep., 2008"	"2008/09"	31	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2008"	"2008"	"Oct., 2008"	"2008/10"	32	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2008"	"2008"	"Nov., 2008"	"2008/11"	39	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2008"	"2008"	"Dec., 2008"	"2008/12"	24	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2009"	"2009"	"Jan., 2009"	"2009/01"	34	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2009"	"2009"	"Feb., 2009"	"2009/02"	37	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2009"	"2009"	"Mar., 2009"	"2009/03"	32	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2009"	"2009"	"Apr., 2009"	"2009/04"	34	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2009"	"2009"	"May, 2009"	"2009/05"	30	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2009"	"2009"	"Jun., 2009"	"2009/06"	42	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2009"	"2009"	"Jul., 2009"	"2009/07"	31	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2009"	"2009"	"Aug., 2009"	"2009/08"	33	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2009"	"2009"	"Sep., 2009"	"2009/09"	32	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2009"	"2009"	"Oct., 2009"	"2009/10"	38	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2009"	"2009"	"Nov., 2009"	"2009/11"	35	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2009"	"2009"	"Dec., 2009"	"2009/12"	19	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2010"	"2010"	"Jan., 2010"	"2010/01"	43	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2010"	"2010"	"Feb., 2010"	"2010/02"	31	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2010"	"2010"	"Mar., 2010"	"2010/03"	28	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2010"	"2010"	"Apr., 2010"	"2010/04"	32	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2010"	"2010"	"May, 2010"	"2010/05"	29	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2010"	"2010"	"Jun., 2010"	"2010/06"	40	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2010"	"2010"	"Jul., 2010"	"2010/07"	33	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2010"	"2010"	"Aug., 2010"	"2010/08"	26	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2010"	"2010"	"Sep., 2010"	"2010/09"	22	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2010"	"2010"	"Oct., 2010"	"2010/10"	32	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2010"	"2010"	"Nov., 2010"	"2010/11"	32	Not Applicable	Not Applicable
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2010"	"2010"	"Dec., 2010"	"2010/12"	22	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2007"	"2007"	"Jan., 2007"	"2007/01"	51	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2007"	"2007"	"Feb., 2007"	"2007/02"	55	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2007"	"2007"	"Mar., 2007"	"2007/03"	51	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2007"	"2007"	"Apr., 2007"	"2007/04"	45	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2007"	"2007"	"May, 2007"	"2007/05"	49	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2007"	"2007"	"Jun., 2007"	"2007/06"	50	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2007"	"2007"	"Jul., 2007"	"2007/07"	46	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2007"	"2007"	"Aug., 2007"	"2007/08"	53	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2007"	"2007"	"Sep., 2007"	"2007/09"	45	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2007"	"2007"	"Oct., 2007"	"2007/10"	55	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2007"	"2007"	"Nov., 2007"	"2007/11"	50	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2007"	"2007"	"Dec., 2007"	"2007/12"	41	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2008"	"2008"	"Jan., 2008"	"2008/01"	53	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2008"	"2008"	"Feb., 2008"	"2008/02"	59	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2008"	"2008"	"Mar., 2008"	"2008/03"	51	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2008"	"2008"	"Apr., 2008"	"2008/04"	57	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2008"	"2008"	"May, 2008"	"2008/05"	50	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2008"	"2008"	"Jun., 2008"	"2008/06"	45	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2008"	"2008"	"Jul., 2008"	"2008/07"	51	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2008"	"2008"	"Aug., 2008"	"2008/08"	38	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2008"	"2008"	"Sep., 2008"	"2008/09"	43	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2008"	"2008"	"Oct., 2008"	"2008/10"	53	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2008"	"2008"	"Nov., 2008"	"2008/11"	34	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2008"	"2008"	"Dec., 2008"	"2008/12"	68	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2009"	"2009"	"Jan., 2009"	"2009/01"	54	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2009"	"2009"	"Feb., 2009"	"2009/02"	57	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2009"	"2009"	"Mar., 2009"	"2009/03"	53	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2009"	"2009"	"Apr., 2009"	"2009/04"	47	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2009"	"2009"	"May, 2009"	"2009/05"	49	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2009"	"2009"	"Jun., 2009"	"2009/06"	50	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2009"	"2009"	"Jul., 2009"	"2009/07"	49	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2009"	"2009"	"Aug., 2009"	"2009/08"	47	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2009"	"2009"	"Sep., 2009"	"2009/09"	55	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2009"	"2009"	"Oct., 2009"	"2009/10"	59	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2009"	"2009"	"Nov., 2009"	"2009/11"	43	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2009"	"2009"	"Dec., 2009"	"2009/12"	42	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2010"	"2010"	"Jan., 2010"	"2010/01"	51	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2010"	"2010"	"Feb., 2010"	"2010/02"	47	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2010"	"2010"	"Mar., 2010"	"2010/03"	47	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2010"	"2010"	"Apr., 2010"	"2010/04"	56	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2010"	"2010"	"May, 2010"	"2010/05"	51	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2010"	"2010"	"Jun., 2010"	"2010/06"	55	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2010"	"2010"	"Jul., 2010"	"2010/07"	49	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2010"	"2010"	"Aug., 2010"	"2010/08"	45	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2010"	"2010"	"Sep., 2010"	"2010/09"	49	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2010"	"2010"	"Oct., 2010"	"2010/10"	39	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2010"	"2010"	"Nov., 2010"	"2010/11"	51	Not Applicable	Not Applicable
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2010"	"2010"	"Dec., 2010"	"2010/12"	41	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2007"	"2007"	"Jan., 2007"	"2007/01"	55	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2007"	"2007"	"Feb., 2007"	"2007/02"	57	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2007"	"2007"	"Mar., 2007"	"2007/03"	74	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2007"	"2007"	"Apr., 2007"	"2007/04"	57	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2007"	"2007"	"May, 2007"	"2007/05"	61	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2007"	"2007"	"Jun., 2007"	"2007/06"	74	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2007"	"2007"	"Jul., 2007"	"2007/07"	72	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2007"	"2007"	"Aug., 2007"	"2007/08"	62	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2007"	"2007"	"Sep., 2007"	"2007/09"	65	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2007"	"2007"	"Oct., 2007"	"2007/10"	60	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2007"	"2007"	"Nov., 2007"	"2007/11"	70	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2007"	"2007"	"Dec., 2007"	"2007/12"	61	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2008"	"2008"	"Jan., 2008"	"2008/01"	66	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2008"	"2008"	"Feb., 2008"	"2008/02"	65	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2008"	"2008"	"Mar., 2008"	"2008/03"	67	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2008"	"2008"	"Apr., 2008"	"2008/04"	69	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2008"	"2008"	"May, 2008"	"2008/05"	60	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2008"	"2008"	"Jun., 2008"	"2008/06"	65	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2008"	"2008"	"Jul., 2008"	"2008/07"	65	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2008"	"2008"	"Aug., 2008"	"2008/08"	67	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2008"	"2008"	"Sep., 2008"	"2008/09"	61	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2008"	"2008"	"Oct., 2008"	"2008/10"	74	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2008"	"2008"	"Nov., 2008"	"2008/11"	59	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2008"	"2008"	"Dec., 2008"	"2008/12"	61	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2009"	"2009"	"Jan., 2009"	"2009/01"	73	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2009"	"2009"	"Feb., 2009"	"2009/02"	66	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2009"	"2009"	"Mar., 2009"	"2009/03"	74	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2009"	"2009"	"Apr., 2009"	"2009/04"	72	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2009"	"2009"	"May, 2009"	"2009/05"	63	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2009"	"2009"	"Jun., 2009"	"2009/06"	48	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2009"	"2009"	"Jul., 2009"	"2009/07"	56	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2009"	"2009"	"Aug., 2009"	"2009/08"	68	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2009"	"2009"	"Sep., 2009"	"2009/09"	56	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2009"	"2009"	"Oct., 2009"	"2009/10"	59	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2009"	"2009"	"Nov., 2009"	"2009/11"	66	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2009"	"2009"	"Dec., 2009"	"2009/12"	68	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2010"	"2010"	"Jan., 2010"	"2010/01"	70	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2010"	"2010"	"Feb., 2010"	"2010/02"	65	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2010"	"2010"	"Mar., 2010"	"2010/03"	63	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2010"	"2010"	"Apr., 2010"	"2010/04"	49	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2010"	"2010"	"May, 2010"	"2010/05"	74	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2010"	"2010"	"Jun., 2010"	"2010/06"	70	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2010"	"2010"	"Jul., 2010"	"2010/07"	77	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2010"	"2010"	"Aug., 2010"	"2010/08"	57	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2010"	"2010"	"Sep., 2010"	"2010/09"	55	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2010"	"2010"	"Oct., 2010"	"2010/10"	74	Not Applicable	Not Applicable
