"figure","region","geography","geography_label","age_group","frequency","coverage_start","usable_observations","expected_observations","missing_observations","coverage_fraction","default_eligible"
"figure_05","us","Wyoming","Wyoming","45-64","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Alabama","Alabama","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Alaska","Alaska","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Arizona","Arizona","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Arkansas","Arkansas","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","California","California","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Colorado","Colorado","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Connecticut","Connecticut","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Delaware","Delaware","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","District of Columbia","District of Columbia","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Florida","Florida","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Georgia","Georgia","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Hawaii","Hawaii","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Idaho","Idaho","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Illinois","Illinois","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Indiana","Indiana","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Iowa","Iowa","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Kansas","Kansas","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Kentucky","Kentucky","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Louisiana","Louisiana","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Maine","Maine","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Maryland","Maryland","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Massachusetts","Massachusetts","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Michigan","Michigan","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Minnesota","Minnesota","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Mississippi","Mississippi","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Missouri","Missouri","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Montana","Montana","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Nebraska","Nebraska","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Nevada","Nevada","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","New Hampshire","New Hampshire","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","New Jersey","New Jersey","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","New Mexico","New Mexico","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","New York","New York","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","North Carolina","North Carolina","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","North Dakota","North Dakota","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Ohio","Ohio","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Oklahoma","Oklahoma","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Oregon","Oregon","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Pennsylvania","Pennsylvania","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Rhode Island","Rhode Island","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","South Carolina","South Carolina","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","South Dakota","South Dakota","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Tennessee","Tennessee","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Texas","Texas","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Utah","Utah","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Vermont","Vermont","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Virginia","Virginia","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Washington","Washington","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","West Virginia","West Virginia","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Wisconsin","Wisconsin","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Wyoming","Wyoming","65-84","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Alabama","Alabama","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Alaska","Alaska","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Arizona","Arizona","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Arkansas","Arkansas","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","California","California","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Colorado","Colorado","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Connecticut","Connecticut","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Delaware","Delaware","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","District of Columbia","District of Columbia","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Florida","Florida","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Georgia","Georgia","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Hawaii","Hawaii","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Idaho","Idaho","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Illinois","Illinois","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Indiana","Indiana","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Iowa","Iowa","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Kansas","Kansas","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Kentucky","Kentucky","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Louisiana","Louisiana","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Maine","Maine","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Maryland","Maryland","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Massachusetts","Massachusetts","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Michigan","Michigan","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Minnesota","Minnesota","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Mississippi","Mississippi","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Missouri","Missouri","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Montana","Montana","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Nebraska","Nebraska","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Nevada","Nevada","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","New Hampshire","New Hampshire","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","New Jersey","New Jersey","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","New Mexico","New Mexico","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","New York","New York","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","North Carolina","North Carolina","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","North Dakota","North Dakota","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Ohio","Ohio","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Oklahoma","Oklahoma","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Oregon","Oregon","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Pennsylvania","Pennsylvania","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Rhode Island","Rhode Island","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","South Carolina","South Carolina","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","South Dakota","South Dakota","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Tennessee","Tennessee","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Texas","Texas","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Utah","Utah","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Vermont","Vermont","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Virginia","Virginia","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Washington","Washington","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","West Virginia","West Virginia","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Wisconsin","Wisconsin","GE85","monthly",2020-01-01,44,44,0,1,TRUE
"figure_05","us","Wyoming","Wyoming","GE85","monthly",2020-01-01,44,44,0,1,TRUE
