"analysis_id","analysis_family","geography","geography_label","map_id","age_group","sex","frequency","wave","start","end_exclusive","observed_periods","observed_deaths","expected_lower","expected_median","expected_upper","delta_lower","delta_median","delta_upper","p_lower","p_median","p_upper","posterior_draws","status"
"europe__europe__se__20-39__total","europe","SE","Sweden","SE","20-39","total","weekly","delta",2021-07-01,2022-01-01,26,555,494.975,568,639,-84,-13,60.0250000000001,-0.131455399061033,-0.022887323943662,0.121268862716231,3000,"success"
"europe__europe__se__20-39__total","europe","SE","Sweden","SE","20-39","total","weekly","omicron",2022-01-01,2024-04-01,117,2463,2203.975,2577,2891,-428,-114,259.025,-0.148045658941543,-0.0442374854481956,0.117526293340297,3000,"success"
"europe__europe__se__40-59__female","europe","SE","Sweden","SE","40-59","female","weekly","initial",2020-03-01,2020-11-01,35,1161,1099,1182,1269,-108,-21,62,-0.0851063829787234,-0.0177664974619289,0.0564149226569609,3000,"success"
"europe__europe__se__40-59__female","europe","SE","Sweden","SE","40-59","female","weekly","alpha",2020-11-01,2021-07-01,35,1252,1099,1188,1277,-25,64,153,-0.0195771339075959,0.0538720538720539,0.139217470427661,3000,"success"
"europe__europe__se__40-59__female","europe","SE","Sweden","SE","40-59","female","weekly","delta",2021-07-01,2022-01-01,26,873,785,864,940,-67,9,88,-0.0712765957446809,0.0104166666666667,0.112101910828025,3000,"success"
"europe__europe__se__40-59__female","europe","SE","Sweden","SE","40-59","female","weekly","omicron",2022-01-01,2024-04-01,117,4038,3487,3789,4075,-37,249,551,-0.00907975460122699,0.0657165479018211,0.158015486091196,3000,"success"
"europe__europe__se__40-59__male","europe","SE","Sweden","SE","40-59","male","weekly","initial",2020-03-01,2020-11-01,35,1864,1540,1650,1757,107,214,324,0.0608992601024474,0.12969696969697,0.21038961038961,3000,"success"
"europe__europe__se__40-59__male","europe","SE","Sweden","SE","40-59","male","weekly","alpha",2020-11-01,2021-07-01,35,1834,1522,1644,1768,66,190,312,0.0373303167420814,0.115571776155718,0.204993429697766,3000,"success"
"europe__europe__se__40-59__male","europe","SE","Sweden","SE","40-59","male","weekly","delta",2021-07-01,2022-01-01,26,1310,1049.975,1151,1253,57,159,260.025,0.0454908220271349,0.138140747176368,0.247648781152118,3000,"success"
"europe__europe__se__40-59__male","europe","SE","Sweden","SE","40-59","male","weekly","omicron",2022-01-01,2024-04-01,117,5570,4491.975,5037.5,5522.1,47.9,532.5,1078.025,0.00867424914234419,0.10570720692284,0.239989093156135,3000,"success"
"europe__europe__se__40-59__total","europe","SE","Sweden","SE","40-59","total","weekly","initial",2020-03-01,2020-11-01,35,3025,2657,2806,2960,65,219,368,0.0219594594594595,0.0780470420527441,0.138502070003764,3000,"success"
"europe__europe__se__40-59__total","europe","SE","Sweden","SE","40-59","total","weekly","alpha",2020-11-01,2021-07-01,35,3086,2641,2824,2993,93,262,445,0.031072502505847,0.0927762039660057,0.168496781522151,3000,"success"
"europe__europe__se__40-59__total","europe","SE","Sweden","SE","40-59","total","weekly","delta",2021-07-01,2022-01-01,26,2183,1837,1990,2144,39,193,346,0.0181902985074627,0.0969849246231156,0.188350571584105,3000,"success"
"europe__europe__se__40-59__total","europe","SE","Sweden","SE","40-59","total","weekly","omicron",2022-01-01,2024-04-01,117,9608,7901,8730,9587.15,20.85,878,1707,0.00217479560383612,0.10057273768614,0.216048601442855,3000,"success"
"europe__europe__se__60-79__female","europe","SE","Sweden","SE","60-79","female","weekly","initial",2020-03-01,2020-11-01,35,8481,7578.925,7903,8203.025,277.975,578,902.075,0.0338868896622652,0.0731367834999367,0.119024140284115,3000,"success"
"europe__europe__se__60-79__female","europe","SE","Sweden","SE","60-79","female","weekly","alpha",2020-11-01,2021-07-01,35,8814,7810.875,8270,8664.05,149.95,544,1003.125,0.0173071498255033,0.0657799274486094,0.128426724034012,3000,"success"
"europe__europe__se__60-79__female","europe","SE","Sweden","SE","60-79","female","weekly","delta",2021-07-01,2022-01-01,26,6176,5445.85,5872,6199,-23,304,730.15,-0.0037102758509437,0.0517711171662125,0.134074604134713,3000,"success"
"europe__europe__se__60-79__female","europe","SE","Sweden","SE","60-79","female","weekly","omicron",2022-01-01,2024-04-01,117,28312,23976.9,27001,29097.375,-785.375,1311,4335.1,-0.0269912600945508,0.0485537572682493,0.180803190537959,3000,"success"
"europe__europe__se__60-79__male","europe","SE","Sweden","SE","60-79","male","weekly","initial",2020-03-01,2020-11-01,35,11817,10297.95,10715,11108,709,1102,1519.05,0.0638278718041052,0.10284647690154,0.147509942354208,3000,"success"
"europe__europe__se__60-79__male","europe","SE","Sweden","SE","60-79","male","weekly","alpha",2020-11-01,2021-07-01,35,12666,10568.975,11095,11605.025,1060.975,1571,2097.025,0.0914237584401775,0.141595313204146,0.198413280641133,3000,"success"
"europe__europe__se__60-79__male","europe","SE","Sweden","SE","60-79","male","weekly","delta",2021-07-01,2022-01-01,26,8091,7473.95,7942,8394.1,-303.1,149,617.05,-0.0361086900604845,0.0187610173759758,0.0825600939430855,3000,"success"
"europe__europe__se__60-79__male","europe","SE","Sweden","SE","60-79","male","weekly","omicron",2022-01-01,2024-04-01,117,37448,33241.95,36400,39022.05,-1574.05,1048,4206.05,-0.0403374501750245,0.0287912087912088,0.126528421433851,3000,"success"
"europe__europe__se__60-79__total","europe","SE","Sweden","SE","60-79","total","weekly","initial",2020-03-01,2020-11-01,35,20298,17923,18635.5,19341.025,956.975,1662.5,2375,0.0494790219919868,0.0892114520464732,0.132511298331752,3000,"success"
"europe__europe__se__60-79__total","europe","SE","Sweden","SE","60-79","total","weekly","alpha",2020-11-01,2021-07-01,35,21480,18302.975,19275,20162.05,1317.95,2205,3177.025,0.0653678571946523,0.114396887159533,0.173579705024074,3000,"success"
"europe__europe__se__60-79__total","europe","SE","Sweden","SE","60-79","total","weekly","delta",2021-07-01,2022-01-01,26,14267,12963,13796,14638.075,-371.075,471,1304,-0.0253499852539457,0.0341403305305886,0.100593998302862,3000,"success"
"europe__europe__se__60-79__total","europe","SE","Sweden","SE","60-79","total","weekly","omicron",2022-01-01,2024-04-01,117,65760,57628.925,63228.5,67910.1,-2150.1,2531.5,8131.075,-0.0316609752369567,0.040037325005531,0.141093643588597,3000,"success"
"europe__europe__se__ge80__female","europe","SE","Sweden","SE","GE80","female","weekly","initial",2020-03-01,2020-11-01,35,21050,17878.6,19088,20326.075,723.925,1962,3171.4,0.0356155829974853,0.102787091366303,0.177385276883056,3000,"success"
"europe__europe__se__ge80__female","europe","SE","Sweden","SE","GE80","female","weekly","alpha",2020-11-01,2021-07-01,35,21395,19005.9,20619,22291.025,-896.025,776,2389.1,-0.0401966710346657,0.0376351908433969,0.125703072367211,3000,"success"
"europe__europe__se__ge80__female","europe","SE","Sweden","SE","GE80","female","weekly","delta",2021-07-01,2022-01-01,26,14529,12697.7,14183,15780.125,-1251.125,346,1831.3,-0.0792848576583391,0.0243954029471903,0.1442229944462,3000,"success"
"europe__europe__se__ge80__female","europe","SE","Sweden","SE","GE80","female","weekly","omicron",2022-01-01,2024-04-01,117,69884,59187.975,65999.5,71234.5,-1350.5,3884.5,10696.025,-0.0189585083879133,0.0588565065494564,0.180712805269757,3000,"success"
"europe__europe__se__ge80__male","europe","SE","Sweden","SE","GE80","male","weekly","initial",2020-03-01,2020-11-01,35,16464,13835.975,14516.5,15210.1,1253.9,1947.5,2628.025,0.082438644568262,0.134157683982518,0.189941439045422,3000,"success"
"europe__europe__se__ge80__male","europe","SE","Sweden","SE","GE80","male","weekly","alpha",2020-11-01,2021-07-01,35,17031,14502.975,15424,16358.15,672.85,1607,2528.025,0.0411324053043893,0.104188278008299,0.174310788095117,3000,"success"
"europe__europe__se__ge80__male","europe","SE","Sweden","SE","GE80","male","weekly","delta",2021-07-01,2022-01-01,26,11507,10175.95,11073.5,12058.075,-551.075,433.5,1331.05,-0.0457017378513868,0.0391475164546198,0.130803513267726,3000,"success"
"europe__europe__se__ge80__male","europe","SE","Sweden","SE","GE80","male","weekly","omicron",2022-01-01,2024-04-01,117,55700,47594.775,50940.5,53556.25,2143.75,4759.5,8105.225,0.0400280088192562,0.0934325341401483,0.170296530418647,3000,"success"
"europe__europe__se__ge80__total","europe","SE","Sweden","SE","GE80","total","weekly","initial",2020-03-01,2020-11-01,35,37514,31803.975,33727,35653.225,1860.775,3787,5710.025,0.0521909324683362,0.112283927802029,0.179538092358079,3000,"success"
"europe__europe__se__ge80__total","europe","SE","Sweden","SE","GE80","total","weekly","alpha",2020-11-01,2021-07-01,35,38426,33407.625,36010,38647.075,-221.075,2416,5018.375,-0.00572035514606266,0.0670924751356075,0.150216460730336,3000,"success"
"europe__europe__se__ge80__total","europe","SE","Sweden","SE","GE80","total","weekly","delta",2021-07-01,2022-01-01,26,26036,22826.975,25275.5,28037.175,-2001.175,760.5,3209.025,-0.0713757702211537,0.0300884259535363,0.140580387949695,3000,"success"
"europe__europe__se__ge80__total","europe","SE","Sweden","SE","GE80","total","weekly","omicron",2022-01-01,2024-04-01,117,125584,108014.375,117056,124836.6,747.4,8528,17569.625,0.00598702714684396,0.0728540185893931,0.16266006412589,3000,"success"
"europe__europe__si__20-39__female","europe","SI","Slovenia","SI","20-39","female","weekly","initial",2020-03-01,2020-11-01,35,40,31,44,59,-19,-4,9,-0.322033898305085,-0.0909090909090909,0.290322580645161,3000,"success"
"europe__europe__si__20-39__female","europe","SI","Slovenia","SI","20-39","female","weekly","alpha",2020-11-01,2021-07-01,35,42,27.975,40,55.0250000000001,-13.025,2,14.0250000000001,-0.236704545454545,0.05,0.501388888888894,3000,"success"
"europe__europe__si__20-39__female","europe","SI","Slovenia","SI","20-39","female","weekly","delta",2021-07-01,2022-01-01,26,28,19,30,42.0250000000001,-14.025,-2,9,-0.333720930232558,-0.0666666666666667,0.473684210526316,3000,"success"
"europe__europe__si__20-39__female","europe","SI","Slovenia","SI","20-39","female","weekly","omicron",2022-01-01,2024-04-01,117,168,99,129,166,2,39,69,0.0120481927710843,0.302325581395349,0.696969696969697,3000,"success"
"europe__europe__si__20-39__male","europe","SI","Slovenia","SI","20-39","male","weekly","initial",2020-03-01,2020-11-01,35,131,103,127,155,-24,4,28,-0.154838709677419,0.031496062992126,0.271844660194175,3000,"success"
"europe__europe__si__20-39__male","europe","SI","Slovenia","SI","20-39","male","weekly","alpha",2020-11-01,2021-07-01,35,120,92,116,143,-23,4,28,-0.160839160839161,0.0344827586206897,0.304347826086957,3000,"success"
"europe__europe__si__20-39__male","europe","SI","Slovenia","SI","20-39","male","weekly","delta",2021-07-01,2022-01-01,26,92,67,86,111,-19,6,25,-0.171171171171171,0.0697674418604651,0.373134328358209,3000,"success"
"europe__europe__si__20-39__male","europe","SI","Slovenia","SI","20-39","male","weekly","omicron",2022-01-01,2024-04-01,117,403,306,360,438,-35,43,97,-0.0799086757990868,0.119444444444444,0.316993464052288,3000,"success"
"europe__europe__si__20-39__total","europe","SI","Slovenia","SI","20-39","total","weekly","initial",2020-03-01,2020-11-01,35,171,144,173,207,-36,-2,27,-0.173913043478261,-0.0115606936416185,0.1875,3000,"success"
"europe__europe__si__20-39__total","europe","SI","Slovenia","SI","20-39","total","weekly","alpha",2020-11-01,2021-07-01,35,162,129,158,191,-29,4,33,-0.151832460732984,0.0253164556962025,0.255813953488372,3000,"success"
"europe__europe__si__20-39__total","europe","SI","Slovenia","SI","20-39","total","weekly","delta",2021-07-01,2022-01-01,26,120,94,119,148,-28,1,26,-0.189189189189189,0.00840336134453781,0.276595744680851,3000,"success"
"europe__europe__si__20-39__total","europe","SI","Slovenia","SI","20-39","total","weekly","omicron",2022-01-01,2024-04-01,117,571,426,498,608,-37,73,145,-0.0608552631578947,0.146586345381526,0.34037558685446,3000,"success"
"europe__europe__si__40-59__female","europe","SI","Slovenia","SI","40-59","female","weekly","initial",2020-03-01,2020-11-01,35,355,295,337,381,-26,18,60,-0.068241469816273,0.0534124629080119,0.203389830508475,3000,"success"
"europe__europe__si__40-59__female","europe","SI","Slovenia","SI","40-59","female","weekly","alpha",2020-11-01,2021-07-01,35,366,291,336,382.025,-16.025,30,75,-0.041947356909491,0.0892857142857143,0.257731958762887,3000,"success"
"europe__europe__si__40-59__female","europe","SI","Slovenia","SI","40-59","female","weekly","delta",2021-07-01,2022-01-01,26,273,204,240,278,-5,33,69,-0.0179856115107914,0.1375,0.338235294117647,3000,"success"
"europe__europe__si__40-59__female","europe","SI","Slovenia","SI","40-59","female","weekly","omicron",2022-01-01,2024-04-01,117,1095,914,1060,1190.025,-95.025,35,181,-0.0798512478039075,0.0330188679245283,0.198030634573304,3000,"success"
"europe__europe__si__40-59__male","europe","SI","Slovenia","SI","40-59","male","weekly","initial",2020-03-01,2020-11-01,35,785,653,722,797,-12,63,132,-0.0150564617314931,0.0872576177285319,0.202143950995406,3000,"success"
"europe__europe__si__40-59__male","europe","SI","Slovenia","SI","40-59","male","weekly","alpha",2020-11-01,2021-07-01,35,889,639,719,801,88,170,250,0.109862671660424,0.23643949930459,0.391236306729264,3000,"success"
"europe__europe__si__40-59__male","europe","SI","Slovenia","SI","40-59","male","weekly","delta",2021-07-01,2022-01-01,26,652,444,511,585.025,66.975,141,208,0.11448236632537,0.275929549902153,0.468468468468468,3000,"success"
"europe__europe__si__40-59__male","europe","SI","Slovenia","SI","40-59","male","weekly","omicron",2022-01-01,2024-04-01,117,2517,1900.975,2218,2582.025,-65.025,299,616.025,-0.0251837185158396,0.134806131650135,0.324057400537114,3000,"success"
"europe__europe__si__40-59__total","europe","SI","Slovenia","SI","40-59","total","weekly","initial",2020-03-01,2020-11-01,35,1140,964,1049,1139,1,91,176,0.000877963125548727,0.0867492850333651,0.182572614107884,3000,"success"
"europe__europe__si__40-59__total","europe","SI","Slovenia","SI","40-59","total","weekly","alpha",2020-11-01,2021-07-01,35,1255,947,1041,1142,113,214,308,0.0989492119089317,0.205571565802113,0.325237592397043,3000,"success"
"europe__europe__si__40-59__total","europe","SI","Slovenia","SI","40-59","total","weekly","delta",2021-07-01,2022-01-01,26,925,659,742,823.025,101.975,183,266,0.123902716500136,0.246630727762803,0.403641881638847,3000,"success"
"europe__europe__si__40-59__total","europe","SI","Slovenia","SI","40-59","total","weekly","omicron",2022-01-01,2024-04-01,117,3612,2810.95,3210.5,3609.025,2.97500000000001,401.5,801.05,0.000824324230973814,0.125058429405926,0.284974846439995,3000,"success"
"europe__europe__si__60-79__female","europe","SI","Slovenia","SI","60-79","female","weekly","initial",2020-03-01,2020-11-01,35,1754,1714.975,1843,1979.025,-225.025,-89,39.0250000000001,-0.113704975474809,-0.048290830168204,0.0227554422335696,3000,"success"
"europe__europe__si__60-79__female","europe","SI","Slovenia","SI","60-79","female","weekly","alpha",2020-11-01,2021-07-01,35,2336,1782,1947,2126.025,209.975,389,554,0.0987641314621267,0.199794555726759,0.310886644219978,3000,"success"
"europe__europe__si__60-79__female","europe","SI","Slovenia","SI","60-79","female","weekly","delta",2021-07-01,2022-01-01,26,1533,1262,1398,1553,-20,135,271,-0.0128783000643915,0.0965665236051502,0.214738510301109,3000,"success"
"europe__europe__si__60-79__female","europe","SI","Slovenia","SI","60-79","female","weekly","omicron",2022-01-01,2024-04-01,117,6382,5808.95,6609.5,7602.1,-1220.1,-227.5,573.05,-0.160495120684227,-0.0344201472846018,0.0986495009332591,3000,"success"
"europe__europe__si__60-79__male","europe","SI","Slovenia","SI","60-79","male","weekly","initial",2020-03-01,2020-11-01,35,3075,2956.975,3127,3314,-239,-52,118.025,-0.072118286059143,-0.0166293572113847,0.0399141043042289,3000,"success"
"europe__europe__si__60-79__male","europe","SI","Slovenia","SI","60-79","male","weekly","alpha",2020-11-01,2021-07-01,35,4102,3139.975,3348,3584.025,517.975,754,962.025,0.14452326861053,0.22520908004779,0.306379831095546,3000,"success"
"europe__europe__si__60-79__male","europe","SI","Slovenia","SI","60-79","male","weekly","delta",2021-07-01,2022-01-01,26,2685,2179,2365,2566.025,118.975,320,506,0.0463654913478556,0.135306553911205,0.232216613125287,3000,"success"
"europe__europe__si__60-79__male","europe","SI","Slovenia","SI","60-79","male","weekly","omicron",2022-01-01,2024-04-01,117,11212,10253.775,11413,12771.1,-1559.1,-201,958.225000000001,-0.122080319878345,-0.0176114881208908,0.0934509691036545,3000,"success"
"europe__europe__si__60-79__total","europe","SI","Slovenia","SI","60-79","total","weekly","initial",2020-03-01,2020-11-01,35,4829,4720.925,4990,5287,-458,-161,108.075,-0.0866275770758464,-0.0322645290581162,0.0228927694384377,3000,"success"
"europe__europe__si__60-79__total","europe","SI","Slovenia","SI","60-79","total","weekly","alpha",2020-11-01,2021-07-01,35,6438,4933,5313,5715.05,722.95,1125,1505,0.126499334076156,0.211744776962168,0.305088181633894,3000,"success"
"europe__europe__si__60-79__total","europe","SI","Slovenia","SI","60-79","total","weekly","delta",2021-07-01,2022-01-01,26,4218,3455,3779,4144.075,73.925,439,763,0.0178387345413208,0.116168298491664,0.220839363241679,3000,"success"
"europe__europe__si__60-79__total","europe","SI","Slovenia","SI","60-79","total","weekly","omicron",2022-01-01,2024-04-01,117,17594,16125.725,18187,20755.35,-3161.35,-593,1468.275,-0.152314935908257,-0.0326057044486982,0.0910517325380039,3000,"success"
"europe__europe__si__ge80__female","europe","SI","Slovenia","SI","GE80","female","weekly","initial",2020-03-01,2020-11-01,35,4833,4231.975,4536,4871.025,-38.025,297,601.025,-0.00780636417098076,0.0654761904761905,0.142019980406121,3000,"success"
"europe__europe__si__ge80__female","europe","SI","Slovenia","SI","GE80","female","weekly","alpha",2020-11-01,2021-07-01,35,6309,4760.975,5182,5634.05,674.95,1127,1548.025,0.119798372284969,0.21748359706677,0.325148736715858,3000,"success"
"europe__europe__si__ge80__female","europe","SI","Slovenia","SI","GE80","female","weekly","delta",2021-07-01,2022-01-01,26,3804,3150.975,3511,3915.025,-111.025,293,653.025,-0.0283586934826764,0.0834520079749359,0.207245379395808,3000,"success"
"europe__europe__si__ge80__female","europe","SI","Slovenia","SI","GE80","female","weekly","omicron",2022-01-01,2024-04-01,117,17127,15841.725,17611.5,19245.075,-2118.075,-484.5,1285.275,-0.110058027306053,-0.0275104327397012,0.0811322757727155,3000,"success"
"europe__europe__si__ge80__male","europe","SI","Slovenia","SI","GE80","male","weekly","initial",2020-03-01,2020-11-01,35,2815,2369,2566.5,2773,42,248.5,446,0.0151460512080779,0.0968245107502412,0.188265090755593,3000,"success"
"europe__europe__si__ge80__male","europe","SI","Slovenia","SI","GE80","male","weekly","alpha",2020-11-01,2021-07-01,35,3939,2618.925,2925,3227,712,1014,1320.075,0.220638363805392,0.346666666666667,0.504052283331757,3000,"success"
"europe__europe__si__ge80__male","europe","SI","Slovenia","SI","GE80","male","weekly","delta",2021-07-01,2022-01-01,26,2353,1703,1954,2196.025,156.975,399,650,0.0714814320819996,0.204196519959058,0.381679389312977,3000,"success"
"europe__europe__si__ge80__male","europe","SI","Slovenia","SI","GE80","male","weekly","omicron",2022-01-01,2024-04-01,117,10692,7990.95,9792,11509.225,-817.225,900,2701.05,-0.0710060704132573,0.0919117647058824,0.338013629960066,3000,"success"
"europe__europe__si__ge80__total","europe","SI","Slovenia","SI","GE80","total","weekly","initial",2020-03-01,2020-11-01,35,7648,6603.925,7176,7746,-98,472,1044.075,-0.0126516911954557,0.0657748049052397,0.15809916655434,3000,"success"
"europe__europe__si__ge80__total","europe","SI","Slovenia","SI","GE80","total","weekly","alpha",2020-11-01,2021-07-01,35,10248,7386.975,8208,9064.2,1183.8,2040,2861.025,0.130601729266778,0.248538011695906,0.387306712771916,3000,"success"
"europe__europe__si__ge80__total","europe","SI","Slovenia","SI","GE80","total","weekly","delta",2021-07-01,2022-01-01,26,6157,4850.825,5530,6346.25,-189.25,627,1306.175,-0.0298207016624893,0.113381555153707,0.269268694077736,3000,"success"
"europe__europe__si__ge80__total","europe","SI","Slovenia","SI","GE80","total","weekly","omicron",2022-01-01,2024-04-01,117,27819,24676.7,27992,31220,-3401,-173,3142.3,-0.108936579115951,-0.0061803372392112,0.127338751146877,3000,"success"
"europe__europe__sk__20-39__female","europe","SK","Slovakia","SK","20-39","female","weekly","initial",2020-03-01,2020-11-01,35,187,183,215,250,-63,-28,4,-0.252,-0.130232558139535,0.0218579234972678,3000,"success"
"europe__europe__sk__20-39__female","europe","SK","Slovakia","SK","20-39","female","weekly","alpha",2020-11-01,2021-07-01,35,245,190,223,258,-13,22,55,-0.0503875968992248,0.0986547085201794,0.289473684210526,3000,"success"
"europe__europe__sk__20-39__female","europe","SK","Slovakia","SK","20-39","female","weekly","delta",2021-07-01,2022-01-01,26,202,127,154,185,17,48,75,0.0918918918918919,0.311688311688312,0.590551181102362,3000,"success"
"europe__europe__sk__20-39__female","europe","SK","Slovakia","SK","20-39","female","weekly","omicron",2022-01-01,2024-04-01,117,690,622,718,803,-113,-28,68,-0.140722291407223,-0.0389972144846797,0.109324758842444,3000,"success"
"europe__europe__sk__20-39__male","europe","SK","Slovakia","SK","20-39","male","weekly","initial",2020-03-01,2020-11-01,35,551,507,565,628,-77,-14,44,-0.122611464968153,-0.0247787610619469,0.0867850098619329,3000,"success"
"europe__europe__sk__20-39__male","europe","SK","Slovakia","SK","20-39","male","weekly","alpha",2020-11-01,2021-07-01,35,647,503,562,632,15,85,144,0.0237341772151899,0.151245551601424,0.286282306163022,3000,"success"
"europe__europe__sk__20-39__male","europe","SK","Slovakia","SK","20-39","male","weekly","delta",2021-07-01,2022-01-01,26,484,353,405,461.025,22.975,79,131,0.0498347278173743,0.195061728395062,0.371104815864023,3000,"success"
"europe__europe__sk__20-39__male","europe","SK","Slovakia","SK","20-39","male","weekly","omicron",2022-01-01,2024-04-01,117,1892,1629,1804,2096.1,-204.1,88,263,-0.0973712286441294,0.048780487804878,0.161448741559239,3000,"success"
"europe__europe__sk__20-39__total","europe","SK","Slovakia","SK","20-39","total","weekly","initial",2020-03-01,2020-11-01,35,738,708,775,844,-106,-37,30,-0.125592417061611,-0.047741935483871,0.0423728813559322,3000,"success"
"europe__europe__sk__20-39__total","europe","SK","Slovakia","SK","20-39","total","weekly","alpha",2020-11-01,2021-07-01,35,892,711,782,855,37,110,181,0.0432748538011696,0.140664961636829,0.254571026722925,3000,"success"
"europe__europe__sk__20-39__total","europe","SK","Slovakia","SK","20-39","total","weekly","delta",2021-07-01,2022-01-01,26,686,498,555,617,69,131,188,0.111831442463533,0.236036036036036,0.377510040160643,3000,"success"
"europe__europe__sk__20-39__total","europe","SK","Slovakia","SK","20-39","total","weekly","omicron",2022-01-01,2024-04-01,117,2582,2302,2495,2753.15,-171.15,87,280,-0.0621650479288665,0.0348697394789579,0.121633362293658,3000,"success"
"europe__europe__sk__40-59__female","europe","SK","Slovakia","SK","40-59","female","weekly","initial",2020-03-01,2020-11-01,35,1318,1178.95,1285,1390,-72,33,139.05,-0.0517985611510791,0.0256809338521401,0.117944011708726,3000,"success"
"europe__europe__sk__40-59__female","europe","SK","Slovakia","SK","40-59","female","weekly","alpha",2020-11-01,2021-07-01,35,1831,1209,1334,1470.025,360.975,497,622,0.245557062389878,0.37256371814093,0.514474772539289,3000,"success"
"europe__europe__sk__40-59__female","europe","SK","Slovakia","SK","40-59","female","weekly","delta",2021-07-01,2022-01-01,26,1216,814,922,1034,182,294,402,0.176015473887814,0.318872017353579,0.493857493857494,3000,"success"
"europe__europe__sk__40-59__female","europe","SK","Slovakia","SK","40-59","female","weekly","omicron",2022-01-01,2024-04-01,117,4400,3620.9,4234,4887.075,-487.075,166,779.1,-0.0996659473424548,0.0392064241851677,0.215167535977465,3000,"success"
"europe__europe__sk__40-59__male","europe","SK","Slovakia","SK","40-59","male","weekly","initial",2020-03-01,2020-11-01,35,3028,2826.975,3011,3203.025,-175.025,17,201.025,-0.054643654922449,0.00564596479574892,0.0711095815274358,3000,"success"
"europe__europe__sk__40-59__male","europe","SK","Slovakia","SK","40-59","male","weekly","alpha",2020-11-01,2021-07-01,35,4207,2808,3065,3318.05,888.95,1142,1399,0.26791339408266,0.372593800978793,0.498219373219373,3000,"success"
"europe__europe__sk__40-59__male","europe","SK","Slovakia","SK","40-59","male","weekly","delta",2021-07-01,2022-01-01,26,2842,1946.975,2175,2412,430,667,895.025,0.178275290215589,0.306666666666667,0.459700313708971,3000,"success"
"europe__europe__sk__40-59__male","europe","SK","Slovakia","SK","40-59","male","weekly","omicron",2022-01-01,2024-04-01,117,10419,8083.45,9582.5,11108.125,-689.125,836.5,2335.55,-0.0620379180614917,0.0872945503122017,0.288930083816037,3000,"success"
"europe__europe__sk__40-59__total","europe","SK","Slovakia","SK","40-59","total","weekly","initial",2020-03-01,2020-11-01,35,4346,4022.95,4273,4520.025,-174.025,73,323.05,-0.038500892100385,0.0170840159138778,0.0803017751139108,3000,"success"
"europe__europe__sk__40-59__total","europe","SK","Slovakia","SK","40-59","total","weekly","alpha",2020-11-01,2021-07-01,35,6038,4038.975,4391,4746.025,1291.975,1647,1999.025,0.272222545505485,0.375085401958552,0.494933741611168,3000,"success"
"europe__europe__sk__40-59__total","europe","SK","Slovakia","SK","40-59","total","weekly","delta",2021-07-01,2022-01-01,26,4058,2754.975,3041,3345.05,712.95,1017,1303.025,0.213135838130928,0.334429463992108,0.47297162879402,3000,"success"
"europe__europe__sk__40-59__total","europe","SK","Slovakia","SK","40-59","total","weekly","omicron",2022-01-01,2024-04-01,117,14819,11580.95,13646.5,15765.025,-946.025,1172.5,3238.05,-0.0600078337044644,0.0859194679876698,0.279601415322122,3000,"success"
"europe__europe__sk__60-79__female","europe","SK","Slovakia","SK","60-79","female","weekly","initial",2020-03-01,2020-11-01,35,6630,6039.975,6354,6700.025,-70.025,276,590.025,-0.0104514530021137,0.0434372049102927,0.0976866633438939,3000,"success"
"europe__europe__sk__60-79__female","europe","SK","Slovakia","SK","60-79","female","weekly","alpha",2020-11-01,2021-07-01,35,10404,6414,6875,7356.025,3047.975,3529,3990,0.41435082190259,0.513309090909091,0.622076707202993,3000,"success"
"europe__europe__sk__60-79__female","europe","SK","Slovakia","SK","60-79","female","weekly","delta",2021-07-01,2022-01-01,26,6664,4352.975,4735,5135.025,1528.975,1929,2311.025,0.297754150400252,0.407391763463569,0.53090702532736,3000,"success"
"europe__europe__sk__60-79__female","europe","SK","Slovakia","SK","60-79","female","weekly","omicron",2022-01-01,2024-04-01,117,23545,20447.95,23021,25604.325,-2059.325,524,3097.05,-0.0804287889692573,0.0227618280885861,0.151460171092501,3000,"success"
"europe__europe__sk__60-79__male","europe","SK","Slovakia","SK","60-79","male","weekly","initial",2020-03-01,2020-11-01,35,9930,9220,9632,10046.025,-116.025,298,710,-0.0115493439048695,0.0309385382059801,0.0770065075921909,3000,"success"
"europe__europe__sk__60-79__male","europe","SK","Slovakia","SK","60-79","male","weekly","alpha",2020-11-01,2021-07-01,35,15412,9753,10319.5,10896.025,4515.975,5092.5,5659,0.41446077841818,0.493483214901991,0.580231723572234,3000,"success"
"europe__europe__sk__60-79__male","europe","SK","Slovakia","SK","60-79","male","weekly","delta",2021-07-01,2022-01-01,26,9299,6791.85,7283,7784.025,1514.975,2016,2507.15,0.194626173957613,0.276809007277221,0.369140981770825,3000,"success"
"europe__europe__sk__60-79__male","europe","SK","Slovakia","SK","60-79","male","weekly","omicron",2022-01-01,2024-04-01,117,35597,31967.925,35321,38535.475,-2938.475,276,3629.075,-0.076253758106423,0.00781404910769793,0.113522382439338,3000,"success"
"europe__europe__sk__60-79__total","europe","SK","Slovakia","SK","60-79","total","weekly","initial",2020-03-01,2020-11-01,35,16560,15294,16020.5,16778.05,-218.05,539.5,1266,-0.0129961464094462,0.0336756041403523,0.0827775598273833,3000,"success"
