"analysis_id","analysis_family","geography","geography_label","map_id","age_group","sex","frequency","wave","start","end_exclusive","observed_periods","observed_deaths","expected_lower","expected_median","expected_upper","delta_lower","delta_median","delta_upper","p_lower","p_median","p_upper","posterior_draws","status"
"europe__europe__sk__60-79__total","europe","SK","Slovakia","SK","60-79","total","weekly","alpha",2020-11-01,2021-07-01,35,25816,16270.95,17304,18393,7423,8512,9545.05,0.403577447942152,0.491909385113269,0.5866313896551,3000,"success"
"europe__europe__sk__60-79__total","europe","SK","Slovakia","SK","60-79","total","weekly","delta",2021-07-01,2022-01-01,26,15963,11077,11996.5,12946.025,3016.975,3966.5,4886,0.233042575023718,0.330638105091461,0.44109415906834,3000,"success"
"europe__europe__sk__60-79__total","europe","SK","Slovakia","SK","60-79","total","weekly","omicron",2022-01-01,2024-04-01,117,59142,53115.7,58799.5,64637.475,-5495.475,342.5,6026.3,-0.0850199330953082,0.005824879535991,0.11345609817051,3000,"success"
"europe__europe__sk__ge80__female","europe","SK","Slovakia","SK","GE80","female","weekly","initial",2020-03-01,2020-11-01,35,9092,8348.975,8986,9649,-557,106,743.025,-0.0577261892424085,0.0117961273091476,0.0889959549740785,3000,"success"
"europe__europe__sk__ge80__female","europe","SK","Slovakia","SK","GE80","female","weekly","alpha",2020-11-01,2021-07-01,35,12975,8857.925,9711,10672.05,2302.95,3264,4117.075,0.215792655685227,0.336113685511276,0.464790008527799,3000,"success"
"europe__europe__sk__ge80__female","europe","SK","Slovakia","SK","GE80","female","weekly","delta",2021-07-01,2022-01-01,26,8480,5846.975,6590,7393.275,1086.725,1890,2633.025,0.146988372124463,0.286798179059181,0.450322603747599,3000,"success"
"europe__europe__sk__ge80__female","europe","SK","Slovakia","SK","GE80","female","weekly","omicron",2022-01-01,2024-04-01,117,32544,28214.4,32054.5,35592.225,-3048.225,489.5,4329.6,-0.0856430006635126,0.0152708670519995,0.153453575991116,3000,"success"
"europe__europe__sk__ge80__male","europe","SK","Slovakia","SK","GE80","male","weekly","initial",2020-03-01,2020-11-01,35,4938,4295.975,4615,4947,-9,323,642.025,-0.00181928441479685,0.0699891657638137,0.149448031360358,3000,"success"
"europe__europe__sk__ge80__male","europe","SK","Slovakia","SK","GE80","male","weekly","alpha",2020-11-01,2021-07-01,35,7054,4503,4904,5338,1716,2150,2551,0.321468714874485,0.438417618270799,0.566511214745725,3000,"success"
"europe__europe__sk__ge80__male","europe","SK","Slovakia","SK","GE80","male","weekly","delta",2021-07-01,2022-01-01,26,4552,3026.95,3416,3815.05,736.95,1136,1525.05,0.193169166977696,0.332552693208431,0.503823997247909,3000,"success"
"europe__europe__sk__ge80__male","europe","SK","Slovakia","SK","GE80","male","weekly","omicron",2022-01-01,2024-04-01,117,17240,14340,16189,17866.025,-626.025,1051,2900,-0.0350399710446814,0.0649206251158194,0.202231520223152,3000,"success"
"europe__europe__sk__ge80__total","europe","SK","Slovakia","SK","GE80","total","weekly","initial",2020-03-01,2020-11-01,35,14030,12687.9,13613.5,14607.025,-577.025,416.5,1342.1,-0.0395032526060102,0.0305946317204222,0.105777948596657,3000,"success"
"europe__europe__sk__ge80__total","europe","SK","Slovakia","SK","GE80","total","weekly","alpha",2020-11-01,2021-07-01,35,20029,13418.675,14659.5,16095.25,3933.75,5369.5,6610.325,0.244404416728176,0.366281252655293,0.492621325029428,3000,"success"
"europe__europe__sk__ge80__total","europe","SK","Slovakia","SK","GE80","total","weekly","delta",2021-07-01,2022-01-01,26,13032,8814.725,9999.5,11217.075,1814.925,3032.5,4217.275,0.16180020394941,0.303265166516652,0.478435288141857,3000,"success"
"europe__europe__sk__ge80__total","europe","SK","Slovakia","SK","GE80","total","weekly","omicron",2022-01-01,2024-04-01,117,49784,43052.65,48347.5,53422.175,-3638.175,1436.5,6731.35,-0.0681023372629042,0.0297119810812252,0.156351586449582,3000,"success"
"europe__ireland__ireland__25-44__total","ireland","IE","Republic of Ireland","IE","25-44","total","quarterly","initial",2020-03-01,2020-11-01,3,619,573,649,735.025,-116.025,-30,46,-0.157851735803017,-0.0462249614791988,0.0802792321116928,3000,"success"
"europe__ireland__ireland__25-44__total","ireland","IE","Republic of Ireland","IE","25-44","total","quarterly","alpha",2020-11-01,2021-07-01,3,647,594.975,677,786.025,-139.025,-30,52.0250000000001,-0.176870932228872,-0.0443131462333826,0.0874407237642533,3000,"success"
"europe__ireland__ireland__25-44__total","ireland","IE","Republic of Ireland","IE","25-44","total","quarterly","delta",2021-07-01,2022-01-01,2,568,428,513,622,-54,55,140,-0.0868167202572347,0.107212475633528,0.327102803738318,3000,"success"
"europe__ireland__ireland__25-44__total","ireland","IE","Republic of Ireland","IE","25-44","total","quarterly","omicron",2022-01-01,2024-04-01,5,1181,960,1087,1307,-126,94,221,-0.0964039785768936,0.0864765409383625,0.230208333333333,3000,"success"
"europe__ireland__ireland__45-64__total","ireland","IE","Republic of Ireland","IE","45-64","total","quarterly","initial",2020-03-01,2020-11-01,3,3046,2943.975,3164,3446,-400,-118,102.025,-0.116076610562972,-0.0372945638432364,0.0346555281785076,3000,"success"
"europe__ireland__ireland__45-64__total","ireland","IE","Republic of Ireland","IE","45-64","total","quarterly","alpha",2020-11-01,2021-07-01,3,3028,2928.975,3174,3544.025,-516.025,-146,99.0250000000001,-0.145604219531531,-0.0459987397605545,0.033808758560989,3000,"success"
"europe__ireland__ireland__45-64__total","ireland","IE","Republic of Ireland","IE","45-64","total","quarterly","delta",2021-07-01,2022-01-01,2,2412,1874.975,2065,2342,70,347,537.025,0.0298889837745517,0.168038740920097,0.286417161152615,3000,"success"
"europe__ireland__ireland__45-64__total","ireland","IE","Republic of Ireland","IE","45-64","total","quarterly","omicron",2022-01-01,2024-04-01,5,5743,4852,5249,6251.25,-508.25,494,891,-0.0813036820353752,0.094113164412269,0.18363561417972,3000,"success"
"europe__ireland__ireland__65-84__total","ireland","IE","Republic of Ireland","IE","65-84","total","quarterly","initial",2020-03-01,2020-11-01,3,11697,10642.925,11457,12306,-609,240,1054.075,-0.0494880546075085,0.0209478921183556,0.0990399746930278,3000,"success"
"europe__ireland__ireland__65-84__total","ireland","IE","Republic of Ireland","IE","65-84","total","quarterly","alpha",2020-11-01,2021-07-01,3,11236,10886.875,11776,12736.05,-1500.05,-540,349.125,-0.117779844869267,-0.0458559782608696,0.0320684363321483,3000,"success"
"europe__ireland__ireland__65-84__total","ireland","IE","Republic of Ireland","IE","65-84","total","quarterly","delta",2021-07-01,2022-01-01,2,7917,6520,7166,7884.3,32.7000000000001,751,1397,0.00414753959001264,0.104800446553168,0.214263803680982,3000,"success"
"europe__ireland__ireland__65-84__total","ireland","IE","Republic of Ireland","IE","65-84","total","quarterly","omicron",2022-01-01,2024-04-01,5,21659,18168.775,19725.5,21423.275,235.725,1933.5,3490.225,0.01100322612292,0.0980203297212367,0.192100190002068,3000,"success"
"europe__ireland__ireland__85plus__total","ireland","IE","Republic of Ireland","IE","85+","total","quarterly","initial",2020-03-01,2020-11-01,3,8766,8137.9,8913,9712.025,-946.025,-147,628.1,-0.0974075949902227,-0.0164927633793336,0.0771820803458995,3000,"success"
"europe__ireland__ireland__85plus__total","ireland","IE","Republic of Ireland","IE","85+","total","quarterly","alpha",2020-11-01,2021-07-01,3,8484,8491.975,9396,10293.05,-1809.05,-912,-7.97499999999991,-0.175754513209773,-0.0970625798212005,-0.000939121597981349,3000,"success"
"europe__ireland__ireland__85plus__total","ireland","IE","Republic of Ireland","IE","85+","total","quarterly","delta",2021-07-01,2022-01-01,2,5662,4867.975,5488.5,6159.025,-497.025,173.5,794.025,-0.0806986489521195,0.0316115599871888,0.163111972806986,3000,"success"
"europe__ireland__ireland__85plus__total","ireland","IE","Republic of Ireland","IE","85+","total","quarterly","omicron",2022-01-01,2024-04-01,5,16564,14296.95,15984.5,17697.025,-1133.025,579.5,2267.05,-0.0640234727990101,0.0362538719514009,0.158568786202796,3000,"success"
"us__us-non-sex__alabama__20-39__total","us_non_sex","Alabama","Alabama","AL","20-39","total","monthly","initial",2020-03-01,2020-11-01,8,1959,1484.975,1620,1750.025,208.975,339,474.025,0.11941258872481,0.209259259259259,0.319214142775464,3000,"success"
"us__us-non-sex__alabama__20-39__total","us_non_sex","Alabama","Alabama","AL","20-39","total","monthly","alpha",2020-11-01,2021-07-01,8,2075,1455,1625,1794.025,280.975,450,620,0.156617112752816,0.276923076923077,0.426116838487972,3000,"success"
"us__us-non-sex__alabama__20-39__total","us_non_sex","Alabama","Alabama","AL","20-39","total","monthly","delta",2021-07-01,2022-01-01,6,1808,1056,1205.5,1351,457,602.5,752,0.338267949666913,0.499792875181492,0.712121212121212,3000,"success"
"us__us-non-sex__alabama__20-39__total","us_non_sex","Alabama","Alabama","AL","20-39","total","monthly","omicron",2022-01-01,2024-04-01,20,4876,3446,4092,4692.075,183.925,784,1430,0.0391990853849527,0.191593352883675,0.414973882762623,3000,"success"
"us__us-non-sex__alabama__40-59__total","us_non_sex","Alabama","Alabama","AL","40-59","total","monthly","initial",2020-03-01,2020-11-01,8,6228,4803,5055,5310.05,917.95,1173,1425,0.172870316009802,0.232047477744807,0.296689569019363,3000,"success"
"us__us-non-sex__alabama__40-59__total","us_non_sex","Alabama","Alabama","AL","40-59","total","monthly","alpha",2020-11-01,2021-07-01,8,6715,4817.975,5124,5428,1287,1591,1897.025,0.237103905674281,0.310499609679938,0.393739072339015,3000,"success"
"us__us-non-sex__alabama__40-59__total","us_non_sex","Alabama","Alabama","AL","40-59","total","monthly","delta",2021-07-01,2022-01-01,6,6056,3462.975,3723,3984,2072,2333,2593.025,0.520080321285141,0.626645178619393,0.748785368740067,3000,"success"
"us__us-non-sex__alabama__40-59__total","us_non_sex","Alabama","Alabama","AL","40-59","total","monthly","omicron",2022-01-01,2024-04-01,20,14494,11167.9,12236,13286.225,1207.775,2258,3326.1,0.0909043134530366,0.184537430532854,0.297826811248087,3000,"success"
"us__us-non-sex__alabama__60-79__total","us_non_sex","Alabama","Alabama","AL","60-79","total","monthly","initial",2020-03-01,2020-11-01,8,18253,14907.975,15452.5,16005.05,2247.95,2800.5,3345.025,0.140452545099616,0.181232811461622,0.224378227224155,3000,"success"
"us__us-non-sex__alabama__60-79__total","us_non_sex","Alabama","Alabama","AL","60-79","total","monthly","alpha",2020-11-01,2021-07-01,8,20742,15746.95,16469,17161.025,3580.975,4273,4995.05,0.208669062699732,0.259457161940616,0.317207459740248,3000,"success"
"us__us-non-sex__alabama__60-79__total","us_non_sex","Alabama","Alabama","AL","60-79","total","monthly","delta",2021-07-01,2022-01-01,6,15591,11481.975,12111,12749.075,2841.925,3480,4109.025,0.222912252146772,0.287342085707208,0.357867440303854,3000,"success"
"us__us-non-sex__alabama__60-79__total","us_non_sex","Alabama","Alabama","AL","60-79","total","monthly","omicron",2022-01-01,2024-04-01,20,44632,39348.825,42110,44608.2,23.8000000000001,2522,5283.175,0.000533534977511913,0.0598907622892425,0.134265128232793,3000,"success"
"us__us-non-sex__alabama__ge80__total","us_non_sex","Alabama","Alabama","AL","GE80","total","monthly","initial",2020-03-01,2020-11-01,8,15344,12538.975,13013,13538,1806,2331,2805.025,0.133402275077559,0.179128563743948,0.223704489591772,3000,"success"
"us__us-non-sex__alabama__ge80__total","us_non_sex","Alabama","Alabama","AL","GE80","total","monthly","alpha",2020-11-01,2021-07-01,8,16534,13418,13977,14586.025,1947.975,2557,3116,0.13355077904324,0.182943407025828,0.232225368907438,3000,"success"
"us__us-non-sex__alabama__ge80__total","us_non_sex","Alabama","Alabama","AL","GE80","total","monthly","delta",2021-07-01,2022-01-01,6,11164,9530.9,10000,10514,650,1164,1633.1,0.0618223321285905,0.1164,0.171347936496043,3000,"success"
"us__us-non-sex__alabama__ge80__total","us_non_sex","Alabama","Alabama","AL","GE80","total","monthly","omicron",2022-01-01,2024-04-01,20,35851,32880.9,34381.5,36175.125,-324.125,1469.5,2970.1,-0.00895988564816247,0.0427410091933783,0.0903290363990607,3000,"success"
"us__us-non-sex__alaska__20-39__total","us_non_sex","Alaska","Alaska","AK","20-39","total","monthly","initial",2020-03-01,2020-11-01,7,204,101,140,186,18,64,103,0.0967741935483871,0.457142857142857,1.01980198019802,3000,"success"
"us__us-non-sex__alaska__20-39__total","us_non_sex","Alaska","Alaska","AK","20-39","total","monthly","alpha",2020-11-01,2021-07-01,8,248,131,175.5,233,15,72.5,117,0.0643776824034335,0.413116883116883,0.893129770992366,3000,"success"
"us__us-non-sex__alaska__20-39__total","us_non_sex","Alaska","Alaska","AK","20-39","total","monthly","delta",2021-07-01,2022-01-01,6,282,93,131,181,101,151,189,0.558011049723757,1.15267175572519,2.03225806451613,3000,"success"
"us__us-non-sex__alaska__20-39__total","us_non_sex","Alaska","Alaska","AK","20-39","total","monthly","omicron",2022-01-01,2024-04-01,20,653,362,457,586,67,196,291,0.114334470989761,0.428884026258206,0.803867403314917,3000,"success"
"us__us-non-sex__alaska__40-59__total","us_non_sex","Alaska","Alaska","AK","40-59","total","monthly","initial",2020-03-01,2020-11-01,8,573,377,447,519,54,126,196,0.104046242774566,0.281879194630872,0.519893899204244,3000,"success"
"us__us-non-sex__alaska__40-59__total","us_non_sex","Alaska","Alaska","AK","40-59","total","monthly","alpha",2020-11-01,2021-07-01,8,607,357,435,513.025,93.975,172,250,0.183178317063736,0.395402298850575,0.700280112044818,3000,"success"
"us__us-non-sex__alaska__40-59__total","us_non_sex","Alaska","Alaska","AK","40-59","total","monthly","delta",2021-07-01,2022-01-01,6,676,259,321,391.025,284.975,355,417,0.728789994258573,1.10591900311526,1.61003861003861,3000,"success"
"us__us-non-sex__alaska__40-59__total","us_non_sex","Alaska","Alaska","AK","40-59","total","monthly","omicron",2022-01-01,2024-04-01,20,1548,772,989,1205.05,342.95,559,776,0.284594086363433,0.565217391304348,1.00518134715026,3000,"success"
"us__us-non-sex__alaska__60-79__total","us_non_sex","Alaska","Alaska","AK","60-79","total","monthly","initial",2020-03-01,2020-11-01,8,1391,1226,1321,1425,-34,70,165,-0.023859649122807,0.0529901589704769,0.134584013050571,3000,"success"
"us__us-non-sex__alaska__60-79__total","us_non_sex","Alaska","Alaska","AK","60-79","total","monthly","alpha",2020-11-01,2021-07-01,8,1546,1285,1399,1524,22,147,261,0.0144356955380577,0.105075053609721,0.203112840466926,3000,"success"
"us__us-non-sex__alaska__60-79__total","us_non_sex","Alaska","Alaska","AK","60-79","total","monthly","delta",2021-07-01,2022-01-01,6,1622,967.975,1066,1169,453,556,654.025,0.387510692899914,0.521575984990619,0.675663154768518,3000,"success"
"us__us-non-sex__alaska__60-79__total","us_non_sex","Alaska","Alaska","AK","60-79","total","monthly","omicron",2022-01-01,2024-04-01,20,4020,3337.975,3674,4033,-13,346,682.025,-0.00322340689313166,0.0941752857920523,0.204322982885393,3000,"success"
"us__us-non-sex__alaska__ge80__total","us_non_sex","Alaska","Alaska","AK","GE80","total","monthly","initial",2020-03-01,2020-11-01,8,855,747,832,923.025,-68.025,23,108,-0.0736978690323761,0.0276442307692308,0.144578313253012,3000,"success"
"us__us-non-sex__alaska__ge80__total","us_non_sex","Alaska","Alaska","AK","GE80","total","monthly","alpha",2020-11-01,2021-07-01,8,974,779,879,975,-1,95,195,-0.00102564102564103,0.108077360637088,0.250320924261874,3000,"success"
"us__us-non-sex__alaska__ge80__total","us_non_sex","Alaska","Alaska","AK","GE80","total","monthly","delta",2021-07-01,2022-01-01,6,906,583,665,750.025,155.975,241,323,0.207959786950732,0.362406015037594,0.554030874785592,3000,"success"
"us__us-non-sex__alaska__ge80__total","us_non_sex","Alaska","Alaska","AK","GE80","total","monthly","omicron",2022-01-01,2024-04-01,20,2408,1989.95,2251,2530.05,-122.05,157,418.05,-0.0482401388706767,0.0697467792092403,0.21008068511572,3000,"success"
"us__us-non-sex__arizona__20-39__total","us_non_sex","Arizona","Arizona","AZ","20-39","total","monthly","initial",2020-03-01,2020-11-01,8,2840,1991,2157,2339.025,500.975,683,849,0.214181127883565,0.316643486323598,0.426418884982421,3000,"success"
"us__us-non-sex__arizona__20-39__total","us_non_sex","Arizona","Arizona","AZ","20-39","total","monthly","alpha",2020-11-01,2021-07-01,8,2771,1978,2183,2409.025,361.975,588,793,0.150257889243139,0.269354099862574,0.400910010111223,3000,"success"
"us__us-non-sex__arizona__20-39__total","us_non_sex","Arizona","Arizona","AZ","20-39","total","monthly","delta",2021-07-01,2022-01-01,6,2484,1525,1723,1942,542,761,959,0.279093717816684,0.441671503192107,0.628852459016393,3000,"success"
"us__us-non-sex__arizona__20-39__total","us_non_sex","Arizona","Arizona","AZ","20-39","total","monthly","omicron",2022-01-01,2024-04-01,20,6485,5246.925,6135.5,7190.275,-705.275,349.5,1238.075,-0.0980872957684945,0.0569635796703676,0.235962025701512,3000,"success"
"us__us-non-sex__arizona__40-59__total","us_non_sex","Arizona","Arizona","AZ","40-59","total","monthly","initial",2020-03-01,2020-11-01,8,6668,4811,5069,5337.025,1330.975,1599,1857,0.249385192256944,0.315446833695009,0.385990438578258,3000,"success"
"us__us-non-sex__arizona__40-59__total","us_non_sex","Arizona","Arizona","AZ","40-59","total","monthly","alpha",2020-11-01,2021-07-01,8,7173,4800.975,5124.5,5448.025,1724.975,2048.5,2372.025,0.316623915251798,0.399746330039413,0.494071518303479,3000,"success"
